,edit_count,sentiment,neg_sentiment,article_sentiment
2013-02-06,8.066666666666666,-0.09540431410645353,0.40260702196167314,0.0
2013-02-07,8.033333333333333,-0.12790364732916065,0.40260702196167314,0.0
2013-02-08,9.733333333333333,-0.10086103787595935,0.38850445785910903,0.0
2013-02-09,10.766666666666667,-0.1081374856601931,0.3927002620549132,0.0
2013-02-10,10.233333333333333,-0.11268225178328925,0.3802002620549132,0.0
2013-02-11,10.733333333333333,-0.1132660616623803,0.397978039832691,0.0
2013-02-12,10.833333333333334,-0.17614644757781864,0.4313113731660243,0.0
2013-02-13,11.333333333333334,-0.21200104285651883,0.4500613731660243,0.0
2013-02-14,11.366666666666667,-0.18082844346140267,0.4500613731660243,0.0
2013-02-15,11.633333333333333,-0.17537795210256618,0.4625613731660243,0.0
2013-02-16,12.333333333333334,-0.16165080316098118,0.47208518268983385,0.0
2013-02-17,12.533333333333333,-0.1265947851831304,0.45303756364221476,0.0
2013-02-18,12.733333333333333,-0.15008638831919302,0.48081534141999255,0.0
2013-02-19,13.233333333333333,-0.13689685695316264,0.4729722041650906,0.0
2013-02-20,13.2,-0.1698759896849182,0.4896388708317573,0.0
2013-02-21,13.366666666666667,-0.2031017831260549,0.5229722041650906,0.0
2013-02-22,12.266666666666667,-0.19390341880170697,0.516150498738734,0.0
2013-02-23,12.066666666666666,-0.20105855364989292,0.516150498738734,0.0
2013-02-24,10.8,-0.1909591548202587,0.5137695463577817,0.0
2013-02-25,10.766666666666667,-0.19776972312643987,0.5182139908022261,0.0
2013-02-26,9.966666666666667,-0.23390932562862696,0.5368806574688928,0.0
2013-02-27,8.533333333333333,-0.24223192420958783,0.5465102870985225,0.0
2013-02-28,8.533333333333333,-0.25005834153290263,0.5495405901288255,0.0
2013-03-01,8.466666666666667,-0.24973080076438522,0.5495405901288255,0.0
2013-03-02,8.4,-0.2538191595110198,0.5495405901288255,0.0
2013-03-03,9.066666666666666,-0.26569252902596197,0.5728739234621588,0.0
2013-03-04,9.266666666666667,-0.28787846658954025,0.6006517012399365,0.0
2013-03-05,9.466666666666667,-0.3350051060465163,0.6244612250494603,0.0
2013-03-06,9.4,-0.3348138784515049,0.6077945583827937,0.0
2013-03-07,11.5,-0.3332107693970404,0.6231384737267089,0.0
2013-03-08,12.066666666666666,-0.3384515523757497,0.6256005949388302,0.0
2013-03-09,12.633333333333333,-0.3308298286116667,0.6373653008211833,0.0
2013-03-10,11.1,-0.3247123277501809,0.6348011982570807,0.0
2013-03-11,9.833333333333334,-0.306112249792965,0.6241951376510201,0.0
2013-03-12,11.366666666666667,-0.3215459208268657,0.6488328188104404,0.0
2013-03-13,11.033333333333333,-0.3536960206341811,0.6643883743659958,0.0
2013-03-14,11.066666666666666,-0.33067342836778046,0.6510550410326625,0.0
2013-03-15,10.6,-0.35457523029665833,0.6656383743659958,0.0
2013-03-16,10.566666666666666,-0.38574782969177446,0.6656383743659958,0.0
2013-03-17,10.333333333333334,-0.3582482296886115,0.6531383743659959,0.0
2013-03-18,9.966666666666667,-0.38448378328247407,0.6669478981755197,0.0
2013-03-19,11.033333333333333,-0.38977505725773,0.6714656026932242,0.0
2013-03-20,11.166666666666666,-0.35903040331752917,0.6570211582487797,0.0
2013-03-21,10.933333333333334,-0.34775967202734764,0.6515309621703483,0.0
2013-03-22,11.766666666666667,-0.3172155406444299,0.6361463467857329,0.0
2013-03-23,12.266666666666667,-0.27561714623064076,0.6144796801190663,0.0
2013-03-24,12.2,-0.30259251821726835,0.6303130134523997,0.0
2013-03-25,12.5,-0.2770326217878886,0.6169796801190663,0.0
2013-03-26,13.6,-0.3033177625680669,0.6282409413803276,0.0
2013-03-27,13.866666666666667,-0.2987896831683711,0.624651197790584,0.0
2013-03-28,14.3,-0.27464181770833856,0.612746435885822,0.0
2013-03-29,14.466666666666667,-0.24846579848253686,0.593698816838203,0.0
2013-03-30,14.2,-0.2767740270740127,0.6088503319897182,0.0
2013-03-31,14.566666666666666,-0.2547440331425602,0.5949614431008292,0.0
2013-04-01,16.6,-0.22133917625436345,0.5772195076169583,0.0
2013-04-02,16.033333333333335,-0.1976031022504551,0.564997285394736,0.0
2013-04-03,16.166666666666668,-0.1943076297874831,0.5638861742836251,0.0
2013-04-04,16.066666666666666,-0.18372245376520324,0.5567433171407679,0.0
2013-04-05,16.366666666666667,-0.21470722634142939,0.5900766504741012,0.0
2013-04-06,14.366666666666667,-0.21079421493559555,0.5858438462412969,0.0
2013-04-07,14.666666666666666,-0.2094042529308748,0.5844729948704456,0.0
2013-04-08,14.433333333333334,-0.2106212519778176,0.586041622321426,0.0
2013-04-09,16.866666666666667,-0.21583098297719683,0.5887842383551812,0.0
2013-04-10,17.666666666666668,-0.22938058110148898,0.5965620161329589,0.0
2013-04-11,17.433333333333334,-0.220350748738759,0.5907277537769574,0.0
2013-04-12,18.066666666666666,-0.2061448598482012,0.5837833093325132,0.0
2013-04-13,19.0,-0.20296854583623244,0.5819651275143313,0.0
2013-04-14,19.3,-0.18232472231011007,0.5698439153931191,0.0
2013-04-15,19.7,-0.18972423695875953,0.5892883598375637,0.0
2013-04-16,19.833333333333332,-0.2557719471390421,0.622621693170897,0.0
2013-04-17,20.233333333333334,-0.25507364301689756,0.6220156325648364,0.0
2013-04-18,19.5,-0.25330848360762726,0.620859272584947,0.0
2013-04-19,19.3,-0.2786839064429773,0.6325259392516137,0.0
2013-04-20,19.066666666666666,-0.2773806829390168,0.6347481614738357,0.0
2013-04-21,18.233333333333334,-0.24147251377338105,0.6167994435251178,0.0
2013-04-22,17.6,-0.2831615322811796,0.6384661101917845,0.0
2013-04-23,17.366666666666667,-0.2887117163820459,0.6426327768584511,0.0
2013-04-24,17.266666666666666,-0.2775286772333973,0.6369184911441654,0.0
2013-04-25,16.566666666666666,-0.254485364164682,0.623573896549571,0.0
2013-04-26,16.233333333333334,-0.2747712872177388,0.6338303068059812,0.0
2013-04-27,15.833333333333334,-0.26983380164773946,0.6290684020440764,0.0
2013-04-28,15.633333333333333,-0.24082205114265537,0.6147826877583621,0.0
2013-04-29,15.933333333333334,-0.22366730952428698,0.6064493544250288,0.0
2013-04-30,15.733333333333333,-0.22658825434744612,0.6092271322028064,0.0
2013-05-01,13.733333333333333,-0.25992555632466524,0.6269690676866774,0.0
2013-05-02,13.633333333333333,-0.2717882608136314,0.6158579565755663,0.0
2013-05-03,13.333333333333334,-0.28617601064451315,0.622524623242233,0.0
2013-05-04,13.266666666666667,-0.3140843701124964,0.6391912899088996,0.0
2013-05-05,13.2,-0.31619169526145735,0.6391912899088996,0.0
2013-05-06,13.2,-0.3134801918882053,0.6391912899088997,0.0
2013-05-07,11.8,-0.3066759618831832,0.61935002006763,0.0
2013-05-08,11.466666666666667,-0.3130806866003234,0.6060166867342965,0.0
2013-05-09,8.9,-0.34074082209130824,0.619940737367208,0.0
2013-05-10,8.233333333333333,-0.33190365943770317,0.6154962929227635,0.0
2013-05-11,7.0,-0.32882226909963685,0.6133595407860113,0.0
2013-05-12,6.333333333333333,-0.3287752634694351,0.6119706518971224,0.0
2013-05-13,5.233333333333333,-0.3245948773789157,0.5937888337153043,0.0
2013-05-14,4.866666666666666,-0.31750172217547207,0.5725767125031831,0.0
2013-05-15,4.533333333333333,-0.3092898568165896,0.5697989347254052,0.0
2013-05-16,4.433333333333334,-0.2441117843640444,0.5364656013920719,0.0
2013-05-17,4.166666666666667,-0.24706370039709977,0.537547852474323,0.0
2013-05-18,3.7666666666666666,-0.25205083692002866,0.5399007936507937,0.0
2013-05-19,3.6333333333333333,-0.2339284648888168,0.5149007936507937,0.0
2013-05-20,3.6,-0.19567377008261186,0.4926785714285714,0.0
2013-05-21,3.6333333333333333,-0.26157056229573394,0.5260119047619047,0.0
2013-05-22,3.6333333333333333,-0.2614918881382734,0.5260119047619047,0.0
2013-05-23,3.8,-0.23064394398459365,0.509345238095238,0.0
2013-05-24,3.7333333333333334,-0.2542079341801859,0.5217261904761905,0.0
2013-05-25,3.3666666666666667,-0.2874712889535086,0.5404761904761906,0.0
2013-05-26,4.8,-0.2667694641554084,0.5303312629399586,0.0
2013-05-27,5.766666666666667,-0.2858439007289804,0.5426968543378081,0.0
2013-05-28,5.733333333333333,-0.31888179768002006,0.5426968543378081,0.0
2013-05-29,5.433333333333334,-0.29349320155590086,0.5288079654489192,0.0
2013-05-30,5.233333333333333,-0.2811333347248631,0.5065857432266969,0.0
2013-05-31,5.166666666666667,-0.24791926531867162,0.4732524098933636,0.0
2013-06-01,5.533333333333333,-0.27343301816206605,0.5035554401963939,0.0
2013-06-02,5.766666666666667,-0.224870959107294,0.4785554401963939,0.0
2013-06-03,5.8,-0.22617566504499742,0.4785554401963939,0.0
2013-06-04,5.933333333333334,-0.22126333224805014,0.4755251371660909,0.0
2013-06-05,6.166666666666667,-0.24306060136720692,0.48774735938831315,0.0
2013-06-06,6.4,-0.27494214181326126,0.5210806927216465,0.0
2013-06-07,6.433333333333334,-0.30815947258693277,0.5544140260549798,0.0
2013-06-08,6.366666666666666,-0.27514803910476265,0.5210806927216465,0.0
2013-06-09,6.033333333333333,-0.2689668951851358,0.5010806927216465,0.0
2013-06-10,6.033333333333333,-0.29866031790000497,0.5177473593883131,0.0
2013-06-11,5.966666666666667,-0.3076933948618402,0.5260806927216464,0.0
2013-06-12,6.133333333333334,-0.31586107456904944,0.5460806927216465,0.0
2013-06-13,6.2,-0.31661474748673335,0.5627473593883131,0.0
2013-06-14,6.3,-0.3257720222495228,0.5660806927216464,0.0
2013-06-15,6.233333333333333,-0.3578524758837849,0.5660806927216464,0.0
2013-06-16,5.766666666666667,-0.3430904593205964,0.5422711689121226,0.0
2013-06-17,5.633333333333334,-0.3695962097383057,0.555604502245456,0.0
2013-06-18,5.633333333333334,-0.3695962097383057,0.555604502245456,0.0
2013-06-19,5.566666666666666,-0.40291778506204634,0.555604502245456,0.0
2013-06-20,5.5,-0.37027393938467057,0.5222711689121227,0.0
2013-06-21,5.466666666666667,-0.33703619600698503,0.4889378355787893,0.0
2013-06-22,5.4,-0.35780344798861435,0.49727116891212264,0.0
2013-06-23,5.266666666666667,-0.3048770693411279,0.4706045022454559,0.0
2013-06-24,5.1,-0.2724346184203872,0.4372711689121226,0.0
2013-06-25,3.566666666666667,-0.25982397548446845,0.4140827631150212,0.0
2013-06-26,2.8,-0.24488590207945388,0.40588383838383835,0.0
2013-06-27,2.8,-0.24488590207945388,0.40588383838383835,0.0
2013-06-28,2.7,-0.2547239102977953,0.3947727272727272,0.0
2013-06-29,2.7,-0.2547239102977953,0.3947727272727272,0.0
2013-06-30,2.7,-0.2547239102977953,0.3947727272727272,0.0
2013-07-01,2.3666666666666667,-0.26217489169080016,0.39780303030303027,0.0
2013-07-02,2.1,-0.27745873581408426,0.38946969696969697,0.0
2013-07-03,2.0,-0.24501891385554234,0.35613636363636364,0.0
2013-07-04,1.8666666666666667,-0.24928662355457032,0.35916666666666663,0.0
2013-07-05,1.7333333333333334,-0.24803943556925606,0.35805555555555557,0.0
2013-07-06,1.5,-0.2161578951232017,0.32472222222222225,0.0
2013-07-07,1.5333333333333334,-0.21612687289241758,0.32472222222222225,0.0
2013-07-08,1.6,-0.21736130098028786,0.3413888888888889,0.0
2013-07-09,1.6666666666666667,-0.25025077342514007,0.37472222222222223,0.0
2013-07-10,1.6,-0.21723490237716642,0.3413888888888889,0.0
2013-07-11,1.6,-0.18928771197322813,0.32472222222222225,0.0
2013-07-12,1.4666666666666666,-0.15116642931624064,0.3047222222222222,0.0
2013-07-13,1.4,-0.15041275639855672,0.28805555555555556,0.0
2013-07-14,1.2666666666666666,-0.1750977402878186,0.30138888888888893,0.0
2013-07-15,1.2666666666666666,-0.1750977402878186,0.30138888888888893,0.0
2013-07-16,1.3,-0.20767357011163046,0.33472222222222225,0.0
2013-07-17,1.2666666666666666,-0.17442793110533367,0.30138888888888893,0.0
2013-07-18,1.2666666666666666,-0.17442793110533367,0.30138888888888893,0.0
2013-07-19,1.3,-0.20774067302071858,0.33472222222222225,0.0
2013-07-20,1.3,-0.20774067302071858,0.33472222222222225,0.0
2013-07-21,1.3,-0.20774067302071858,0.33472222222222225,0.0
2013-07-22,1.1666666666666667,-0.18891930142565377,0.3097222222222223,0.0
2013-07-23,1.1666666666666667,-0.25514507253491686,0.3430555555555556,0.0
2013-07-24,1.1666666666666667,-0.25514507253491686,0.3430555555555556,0.0
2013-07-25,1.2,-0.22333747903032908,0.3430555555555556,0.0
2013-07-26,0.9333333333333333,-0.21508406509482672,0.32222222222222224,0.0
2013-07-27,1.1,-0.22456178575281113,0.34222222222222226,0.0
2013-07-28,1.1,-0.22456178575281113,0.34222222222222226,0.0
2013-07-29,1.1,-0.22456178575281113,0.34222222222222226,0.0
2013-07-30,1.1,-0.22456178575281113,0.34222222222222226,0.0
2013-07-31,1.2333333333333334,-0.18521700252616216,0.32222222222222224,0.0
2013-08-01,1.3666666666666667,-0.2045724198174855,0.34722222222222227,0.0
2013-08-02,1.3666666666666667,-0.2045724198174855,0.34722222222222227,0.0
2013-08-03,1.1333333333333333,-0.17212494519021776,0.31388888888888894,0.0
2013-08-04,1.0,-0.16112973431746166,0.30833333333333335,0.0
2013-08-05,1.0333333333333334,-0.1937219136953354,0.3416666666666667,0.0
2013-08-06,1.0,-0.12878231545289356,0.30833333333333335,0.0
2013-08-07,1.0,-0.1233735167980194,0.30833333333333335,0.0
2013-08-08,0.9666666666666667,-0.12380186855792999,0.30833333333333335,0.0
2013-08-09,0.9666666666666667,-0.12380186855792999,0.30833333333333335,0.0
2013-08-10,0.9333333333333333,-0.09232577323913574,0.2916666666666667,0.0
2013-08-11,0.9,-0.12227937618891398,0.2916666666666667,0.0
2013-08-12,0.9,-0.12227937618891398,0.2916666666666667,0.0
2013-08-13,0.9,-0.12221200307210285,0.2916666666666667,0.0
2013-08-14,1.0,-0.11163232101334465,0.3027777777777778,0.0
2013-08-15,1.2666666666666666,-0.10395368576049804,0.29907407407407405,0.0
2013-08-16,1.2666666666666666,-0.10395368576049804,0.29907407407407405,0.0
2013-08-17,1.3,-0.13721709489822384,0.3324074074074074,0.0
2013-08-18,1.2666666666666666,-0.10390435298283894,0.29907407407407405,0.0
2013-08-19,1.3666666666666667,-0.13627648724450003,0.3324074074074074,0.0
2013-08-20,1.6666666666666667,-0.15420157706296003,0.35833333333333334,0.0
2013-08-21,1.7,-0.12926420366322552,0.35833333333333334,0.0
2013-08-22,1.8,-0.11386656359389975,0.35,0.0
2013-08-23,1.8666666666666667,-0.14643190697387412,0.38333333333333336,0.0
2013-08-24,1.9333333333333333,-0.21100283393153435,0.4166666666666667,0.0
2013-08-25,1.9333333333333333,-0.21100283393153435,0.4166666666666667,0.0
2013-08-26,1.8,-0.1691095702736466,0.39666666666666667,0.0
2013-08-27,1.8,-0.1691095702736466,0.39666666666666667,0.0
2013-08-28,1.8,-0.1691095702736466,0.39666666666666667,0.0
2013-08-29,1.8,-0.1691095702736466,0.39666666666666667,0.0
2013-08-30,1.8,-0.19551087428022312,0.41000000000000003,0.0
2013-08-31,1.7,-0.20876099774131068,0.41833333333333333,0.0
2013-09-01,1.8333333333333333,-0.22732249358186016,0.44333333333333336,0.0
2013-09-02,1.8666666666666667,-0.2605891154099394,0.4766666666666667,0.0
2013-09-03,1.8666666666666667,-0.288071360775718,0.49333333333333335,0.0
2013-09-04,1.8666666666666667,-0.2887102808444588,0.49333333333333335,0.0
2013-09-05,1.8333333333333333,-0.32046357054401325,0.49333333333333335,0.0
2013-09-06,1.7666666666666666,-0.3246379411110171,0.4766666666666667,0.0
2013-09-07,1.7333333333333334,-0.29132011690625437,0.44333333333333336,0.0
2013-09-08,1.7333333333333334,-0.29132011690625437,0.44333333333333336,0.0
2013-09-09,1.7,-0.32322931050150483,0.44333333333333336,0.0
2013-09-10,1.7,-0.32322931050150483,0.44333333333333336,0.0
2013-09-11,1.7,-0.32322931050150483,0.44333333333333336,0.0
2013-09-12,1.6666666666666667,-0.2902667756764977,0.41000000000000003,0.0
2013-09-13,1.5666666666666667,-0.3008464577352559,0.3988888888888889,0.0
2013-09-14,1.2666666666666666,-0.2759492631642907,0.3692592592592593,0.0
2013-09-15,1.2666666666666666,-0.2759492631642907,0.3692592592592593,0.0
2013-09-16,1.2666666666666666,-0.20938156603663055,0.33592592592592596,0.0
2013-09-17,1.2666666666666666,-0.20938156603663055,0.33592592592592596,0.0
2013-09-18,1.1666666666666667,-0.17700943177496947,0.30259259259259264,0.0
2013-09-19,0.8666666666666667,-0.15908434195650947,0.27666666666666667,0.0
2013-09-20,0.8333333333333334,-0.18402171535624398,0.27666666666666667,0.0
2013-09-21,0.7,-0.16610435052050485,0.25166666666666665,0.0
2013-09-22,0.7666666666666667,-0.11692984554502697,0.22666666666666666,0.0
2013-09-23,0.6666666666666666,-0.08416651209195454,0.19333333333333333,0.0
2013-09-24,0.6666666666666666,-0.08416651209195454,0.19333333333333333,0.0
2013-09-25,0.6333333333333333,-0.1165820550918579,0.19333333333333333,0.0
2013-09-26,0.7,-0.08594071189562479,0.19333333333333333,0.0
2013-09-27,0.7,-0.08594071189562479,0.19333333333333333,0.0
2013-09-28,0.7333333333333333,-0.05320759137471516,0.19333333333333333,0.0
2013-09-29,0.5666666666666667,-0.03318633635838826,0.16666666666666666,0.0
2013-09-30,0.5333333333333333,-0.0005807956059773689,0.13333333333333333,0.0
2013-10-01,0.43333333333333335,0.042918073634306594,0.10833333333333334,0.0
2013-10-02,0.43333333333333335,0.043572898209095004,0.10833333333333334,0.0
2013-10-03,0.5666666666666667,0.05905211385753419,0.09722222222222224,0.0
2013-10-04,0.5333333333333333,0.09228321330414878,0.0638888888888889,0.0
2013-10-05,0.8333333333333334,0.08182589141307055,0.08611111111111111,0.0
2013-10-06,1.1333333333333333,0.055967438607304194,0.11574074074074074,0.0
2013-10-07,1.1333333333333333,0.055967438607304194,0.11574074074074074,0.0
2013-10-08,1.1333333333333333,0.055967438607304194,0.11574074074074074,0.0
2013-10-09,1.1333333333333333,0.055967438607304194,0.11574074074074074,0.0
2013-10-10,1.1333333333333333,0.055967438607304194,0.11574074074074074,0.0
2013-10-11,1.1333333333333333,0.055967438607304194,0.11574074074074074,0.0
2013-10-12,1.1333333333333333,0.055967438607304194,0.11574074074074074,0.0
2013-10-13,1.1333333333333333,0.055967438607304194,0.11574074074074074,0.0
2013-10-14,1.1333333333333333,0.055967438607304194,0.11574074074074074,0.0
2013-10-15,1.4,0.07066537304608911,0.12407407407407407,0.0
2013-10-16,1.3666666666666667,0.037361085056154826,0.12407407407407407,0.0
2013-10-17,1.3666666666666667,0.037361085056154826,0.12407407407407407,0.0
2013-10-18,1.8,0.02824101458035644,0.1445868945868946,0.0
2013-10-19,1.9666666666666666,0.031329372426298616,0.15792022792022792,0.0
2013-10-20,2.3333333333333335,0.0044966596459530455,0.18822325822325822,0.0
2013-10-21,3.6333333333333333,0.003022252254282623,0.20446257446257446,0.0
2013-10-22,3.7333333333333334,-0.037001172612371,0.22470066970066968,0.0
2013-10-23,4.3,-0.047433783287771376,0.2462692971516501,0.0
2013-10-24,4.733333333333333,-0.07054093799335696,0.2744744253567783,0.0
2013-10-25,4.733333333333333,-0.07054093799335696,0.2744744253567783,0.0
2013-10-26,4.933333333333334,-0.11697181161585388,0.2994744253567783,0.0
2013-10-27,5.3,-0.12667632108364352,0.3206865465688995,0.0
2013-10-28,5.433333333333334,-0.17807978317572518,0.34735321323556617,0.0
2013-10-29,5.933333333333334,-0.19902968478302668,0.37401987990223284,0.0
2013-10-30,6.7,-0.20667743564442959,0.3943097349746966,0.0
2013-10-31,6.966666666666667,-0.23592037550516204,0.4128282534932151,0.0
2013-11-01,7.0,-0.20316853912579294,0.39616158682654845,0.0
2013-11-02,7.533333333333333,-0.20166029780589576,0.39666663733159896,0.0
2013-11-03,7.7,-0.23472258537494178,0.4299999706649323,0.0
2013-11-04,7.933333333333334,-0.24931337337289397,0.4369444151093767,0.0
2013-11-05,7.8,-0.21780818156108514,0.42064811881308045,0.0
2013-11-06,7.866666666666666,-0.21921221168543156,0.4373147854797471,0.0
2013-11-07,8.033333333333333,-0.24165610106493288,0.46398145214641384,0.0
2013-11-08,8.466666666666667,-0.26015117612570393,0.48962247778743945,0.0
2013-11-09,8.6,-0.26016288794169695,0.5062891444541061,0.0
2013-11-10,8.866666666666667,-0.26854344926367074,0.5271224777874395,0.0
2013-11-11,9.0,-0.28488726637850076,0.5521224777874394,0.0
2013-11-12,9.1,-0.3178163987605757,0.5854558111207727,0.0
2013-11-13,9.766666666666667,-0.32472575934817266,0.6054558111207728,0.0
2013-11-14,9.5,-0.3394236937869576,0.5971224777874394,0.0
2013-11-15,9.733333333333333,-0.3642211855871749,0.6256939063588681,0.0
2013-11-16,9.8,-0.3968764127714706,0.6590272396922014,0.0
2013-11-17,9.366666666666667,-0.38775634229567224,0.6385144191793809,0.0
2013-11-18,9.433333333333334,-0.40480482064926343,0.6489906096555713,0.0
2013-11-19,9.466666666666667,-0.3838030016172542,0.6381320237969855,0.0
2013-11-20,8.466666666666667,-0.39352703475085066,0.6441149297798915,0.0
2013-11-21,8.533333333333333,-0.4029060012980447,0.6488768345417962,0.0
2013-11-22,8.3,-0.4186858993010806,0.6573082070908158,0.0
2013-11-23,8.066666666666666,-0.4159665603623593,0.6568808566634653,0.0
2013-11-24,9.3,-0.4282964722795388,0.6794033791859879,0.0
2013-11-25,9.5,-0.4311923241740424,0.6805938553764641,0.0
2013-11-26,9.233333333333333,-0.4544358881198898,0.6927150674976762,0.0
2013-11-27,9.566666666666666,-0.4622395038489039,0.6971595119421207,0.0
2013-11-28,9.933333333333334,-0.45151003001454,0.6922877170703258,0.0
2013-11-29,9.666666666666666,-0.46001440978341834,0.6964423064423065,0.0
2013-11-30,10.0,-0.47200990377730767,0.7024851914325598,0.0
2013-12-01,10.433333333333334,-0.47631050367024186,0.7035963025436709,0.0
2013-12-02,10.3,-0.4892832624157467,0.7104986594460279,0.0
2013-12-03,10.233333333333333,-0.4887216100997593,0.7104986594460279,0.0
2013-12-04,9.7,-0.46367350021072884,0.6813319927793612,0.0
2013-12-05,9.566666666666666,-0.5025821641988423,0.7013319927793611,0.0
2013-12-06,9.833333333333334,-0.4933724530445403,0.6979986594460279,0.0
2013-12-07,9.8,-0.5037414997723565,0.7046653261126946,0.0
2013-12-08,9.433333333333334,-0.5180792896318838,0.7123576338050023,0.0
2013-12-09,9.833333333333334,-0.5347947109111553,0.7206909671383356,0.0
2013-12-10,9.9,-0.5171062081921503,0.7098576338050022,0.0
2013-12-11,9.933333333333334,-0.5106778633463784,0.7048576338050022,0.0
2013-12-12,10.066666666666666,-0.48986911465836186,0.6953338242811927,0.0
2013-12-13,10.133333333333333,-0.487549403563809,0.6935156424630108,0.0
2013-12-14,10.666666666666666,-0.508431356530062,0.7205989757963441,0.0
2013-12-15,11.133333333333333,-0.4926189148707099,0.7126624678598362,0.0
2013-12-16,11.833333333333334,-0.47563245148981337,0.7039668156859232,0.0
2013-12-17,13.0,-0.4935403562169317,0.7296811014002089,0.0
2013-12-18,14.166666666666666,-0.4967788849000037,0.7312684029875105,0.0
2013-12-19,15.2,-0.5113457009815301,0.7389557414888024,0.0
2013-12-20,16.1,-0.5080734996399187,0.7371038896369507,0.0
2013-12-21,17.533333333333335,-0.4887655000977924,0.7274885050215661,0.0
2013-12-22,17.466666666666665,-0.48179005251260704,0.722488505021566,0.0
2013-12-23,18.133333333333333,-0.46138827909550917,0.711377393910455,0.0
2013-12-24,17.733333333333334,-0.4717778597727307,0.7168548713879324,0.0
2013-12-25,18.433333333333334,-0.4735067794604559,0.7173310618641229,0.0
2013-12-26,19.133333333333333,-0.4507284511178857,0.7034421729752339,0.0
2013-12-27,19.433333333333334,-0.43094056636593,0.6917755063085674,0.0
2013-12-28,19.333333333333332,-0.4371668715494225,0.6946183156731158,0.0
2013-12-29,19.066666666666666,-0.42707236550897054,0.6892214902762904,0.0
2013-12-30,18.866666666666667,-0.42982623125998737,0.6903011124085442,0.0
2013-12-31,18.966666666666665,-0.43745936384134493,0.6947455568529886,0.0
2014-01-01,18.9,-0.42277322707959564,0.6859492605566923,0.0
2014-01-02,18.966666666666665,-0.42323945196193347,0.6859492605566923,0.0
2014-01-03,19.7,-0.4333852485715808,0.7071613817688135,0.0
2014-01-04,20.366666666666667,-0.42462925349856506,0.7023994770069087,0.0
2014-01-05,20.6,-0.4449522312120752,0.7125955554382812,0.0
2014-01-06,20.7,-0.4359107778108276,0.7078336506763765,0.0
2014-01-07,23.0,-0.4205778350574969,0.7003219135871747,0.0
2014-01-08,23.3,-0.4266862552109558,0.7033219135871747,0.0
2014-01-09,23.3,-0.46799921758405355,0.7266552469205081,0.0
2014-01-10,24.633333333333333,-0.4888370785745072,0.7392478395131007,0.0
2014-01-11,25.266666666666666,-0.5044778512407572,0.7462075464728076,0.0
2014-01-12,24.933333333333334,-0.5119748567816723,0.7502479505132116,0.0
2014-01-13,24.566666666666666,-0.4975452353583882,0.7431646171798784,0.0
2014-01-14,24.133333333333333,-0.5075225831405951,0.7475296965449576,0.0
2014-01-15,23.633333333333333,-0.524779374943879,0.7562253487188707,0.0
2014-01-16,23.1,-0.513715526601366,0.74980930861862,0.0
2014-01-17,22.2,-0.5208946300855953,0.7533013721106836,0.0
2014-01-18,20.833333333333332,-0.5337059153198322,0.7595029224982804,0.0
2014-01-19,19.8,-0.5463987335530927,0.7657992187945768,0.0
2014-01-20,18.633333333333333,-0.5553141331479067,0.7695322504687849,0.0
2014-01-21,19.233333333333334,-0.5481695671720879,0.7676091735457079,0.0
2014-01-22,18.633333333333333,-0.572500512962666,0.7801091735457079,0.0
2014-01-23,18.1,-0.5680515138050076,0.7780350994716339,0.0
2014-01-24,17.066666666666666,-0.5795706952779222,0.7847017661383006,0.0
2014-01-25,16.733333333333334,-0.5928769223086573,0.7938287502652847,0.0
2014-01-26,16.033333333333335,-0.575393029271815,0.7854954169319514,0.0
2014-01-27,15.9,-0.5575919722297142,0.7766472094567417,0.0
2014-01-28,17.133333333333333,-0.5679095302540669,0.7825995904091224,0.0
2014-01-29,17.9,-0.5611420036072723,0.780106712916245,0.0
2014-01-30,17.966666666666665,-0.5662028942774481,0.7828844906940229,0.0
2014-01-31,17.666666666666668,-0.552180612387334,0.7763368716464037,0.0
2014-02-01,17.6,-0.528861842852905,0.7652257605352927,0.0
2014-02-02,16.933333333333334,-0.5513783465120667,0.7773469726565048,0.0
2014-02-03,16.3,-0.5278486830666091,0.7654422107517429,0.0
2014-02-04,15.866666666666667,-0.5320989244736015,0.7669127989870369,0.0
2014-02-05,15.833333333333334,-0.5193762339045715,0.7605635926378306,0.0
2014-02-06,13.933333333333334,-0.515717507496923,0.758551520203223,0.0
2014-02-07,13.2,-0.5038775687768557,0.7527737424254453,0.0
2014-02-08,13.266666666666667,-0.4768242069768739,0.7388848535365562,0.0
2014-02-09,11.966666666666667,-0.4678489929900179,0.7340700387217416,0.0
2014-02-10,11.266666666666667,-0.45735980356391365,0.7299674746191775,0.0
2014-02-11,11.4,-0.47783759635014106,0.7410785857302886,0.0
2014-02-12,11.533333333333333,-0.5044639593714971,0.7544119190636219,0.0
2014-02-13,11.633333333333333,-0.50166657953009,0.7536543433060461,0.0
2014-02-14,11.666666666666666,-0.4999568011439563,0.7536543433060461,0.0
2014-02-15,11.133333333333333,-0.5263606566894352,0.7676894310253444,0.0
2014-02-16,10.833333333333334,-0.524119132628868,0.7665783199142332,0.0
2014-02-17,10.9,-0.5075681456633707,0.7582449865808999,0.0
2014-02-18,10.733333333333333,-0.4869490882464548,0.7315783199142332,0.0
2014-02-19,10.266666666666667,-0.474843746143469,0.7263495617442985,0.0
2014-02-20,9.4,-0.46275125102603704,0.7032726386673755,0.0
